S	tomcat-1-2009-study1And2	0.02						
S	tomcat-1-2010-study1And2	0.28						
S	tomcat-1-2011-study1And2	0.00						
S	tomcat-1-2012-study1And2	0.12						
S	tomcat-2-2006-study1And2	0.28						
S	tomcat-2-2007-study1And2	0.06						
S	tomcat-2-2008-study1And2	0.18						
S	tomcat-2-2009-study1And2	0.27						
S	tomcat-2-2010-study1And2	0.31						
S	tomcat-2-2011-study1And2	0.28						
S	tomcat-2-2012-study1And2	0.20						
S_P	tomcat-1-2006-study1And2	0.62						
S_P	tomcat-1-2007-study1And2	0.38						
S_P	tomcat-1-2008-study1And2	0.37						
S_P	tomcat-1-2009-study1And2	0.39						
S_P	tomcat-1-2010-study1And2	0.44						
S_P	tomcat-1-2011-study1And2	0.65						
S_P	tomcat-1-2012-study1And2	0.28						
S_P	tomcat-2-2006-study1And2	0.33						
S_P	tomcat-2-2007-study1And2	0.11						
S_P	tomcat-2-2008-study1And2	0.32						
S_P	tomcat-2-2009-study1And2	0.49						
S_P	tomcat-2-2010-study1And2	0.33						
S_P	tomcat-2-2011-study1And2	0.33						
S_P	tomcat-2-2012-study1And2	0.36						
A_P	tomcat-1-2006-study1And2	0.67						
A_P	tomcat-1-2007-study1And2	0.36						
A_P	tomcat-1-2008-study1And2	0.40						
A_P	tomcat-1-2009-study1And2	0.50						
A_P	tomcat-1-2010-study1And2	0.42						
A_P	tomcat-1-2011-study1And2	0.76						
A_P	tomcat-1-2012-study1And2	0.26						
A_P	tomcat-2-2006-study1And2	0.42						
A_P	tomcat-2-2007-study1And2	0.15						
A_P	tomcat-2-2008-study1And2	0.49						
A_P	tomcat-2-2009-study1And2	0.55						
A_P	tomcat-2-2010-study1And2	0.31						
A_P	tomcat-2-2011-study1And2	0.37						
A_P	tomcat-2-2012-study1And2	0.42						
ALL	httpd-1-2005-study1And2	0.51						
ALL	httpd-1-2006-study1And2	0.00						
ALL	httpd-1-2008-study1And2	0.03						
ALL	httpd-1-2009-study1And2	0.27						
ALL	httpd-1-2010-study1And2	0.05						
ALL	httpd-1-2011-study1And2	0.04						
ALL	httpd-1-2012-study1And2	0.30						
ALL	httpd-2-2005-study1And2	0.00						
ALL	httpd-2-2006-study1And2	0.04						
ALL	httpd-2-2007-study1And2	0.19						
ALL	httpd-2-2008-study1And2	0.22						
ALL	httpd-2-2009-study1And2	0.49						
ALL	httpd-2-2010-study1And2	0.13						
ALL	httpd-2-2011-study1And2	0.00						
ALL	httpd-2-2012-study1And2	0.49						
A	httpd-1-2005-study1And2	0.31						
A	httpd-1-2006-study1And2	0.00						
A	httpd-1-2008-study1And2	0.13						
A	httpd-1-2009-study1And2	0.12						
A	httpd-1-2010-study1And2	0.07						
A	httpd-1-2011-study1And2	0.00						
A	httpd-1-2012-study1And2	0.18						
A	httpd-2-2005-study1And2	0.00						
A	httpd-2-2006-study1And2	0.00						
A	httpd-2-2007-study1And2	0.43						
A	httpd-2-2008-study1And2	0.02						
A	httpd-2-2009-study1And2	0.05						
A	httpd-2-2010-study1And2	0.16						
A	httpd-2-2011-study1And2	0.03						
A	httpd-2-2012-study1And2	0.42						
P	httpd-1-2005-study1And2	0.26						
P	httpd-1-2006-study1And2	0.00						
P	httpd-1-2008-study1And2	0.03						
P	httpd-1-2009-study1And2	0.28						
P	httpd-1-2010-study1And2	0.09						
P	httpd-1-2011-study1And2	0.00						
P	httpd-1-2012-study1And2	0.16						
P	httpd-2-2005-study1And2	0.00						
P	httpd-2-2006-study1And2	0.00						
P	httpd-2-2007-study1And2	0.24						
P	httpd-2-2008-study1And2	0.06						
P	httpd-2-2009-study1And2	0.33						
P	httpd-2-2010-study1And2	0.27						
P	httpd-2-2011-study1And2	0.00						
P	httpd-2-2012-study1And2	0.41						
S	httpd-1-2005-study1And2	0.37						
S	httpd-1-2006-study1And2	0.00						
S	httpd-1-2008-study1And2	0.22						
S	httpd-1-2009-study1And2	0.38						
S	httpd-1-2010-study1And2	0.07						
S	httpd-1-2011-study1And2	0.00						
S	httpd-1-2012-study1And2	0.29						
S	httpd-2-2005-study1And2	0.00						
S	httpd-2-2006-study1And2	0.00						
S	httpd-2-2007-study1And2	0.07						
S	httpd-2-2008-study1And2	0.06						
S	httpd-2-2009-study1And2	0.03						
S	httpd-2-2010-study1And2	0.34						
S	httpd-2-2011-study1And2	0.05						
S	httpd-2-2012-study1And2	0.42						
S_A	httpd-1-2005-study1And2	0.43						
S_A	httpd-1-2006-study1And2	0.00						
S_A	httpd-1-2008-study1And2	0.15						
S_A	httpd-1-2009-study1And2	0.17						
S_A	httpd-1-2010-study1And2	0.05						
S_A	httpd-1-2011-study1And2	0.00						
S_A	httpd-1-2012-study1And2	0.23						
S_A	httpd-2-2005-study1And2	0.00						
S_A	httpd-2-2006-study1And2	0.00						
S_A	httpd-2-2007-study1And2	0.35						
S_A	httpd-2-2008-study1And2	0.11						
S_A	httpd-2-2009-study1And2	0.27						
S_A	httpd-2-2010-study1And2	0.13						
S_A	httpd-2-2011-study1And2	0.03						
S_A	httpd-2-2012-study1And2	0.42						
S_P	httpd-1-2005-study1And2	0.35						
S_P	httpd-1-2006-study1And2	0.00						
S_P	httpd-1-2008-study1And2	0.11						
S_P	httpd-1-2009-study1And2	0.31						
S_P	httpd-1-2010-study1And2	0.05						
S_P	httpd-1-2011-study1And2	0.00						
S_P	httpd-1-2012-study1And2	0.15						
S_P	httpd-2-2005-study1And2	0.00						
S_P	httpd-2-2006-study1And2	0.03						
S_P	httpd-2-2007-study1And2	0.29						
S_P	httpd-2-2008-study1And2	0.12						
S_P	httpd-2-2009-study1And2	0.33						
S_P	httpd-2-2010-study1And2	0.13						
S_P	httpd-2-2011-study1And2	0.03						
S_P	httpd-2-2012-study1And2	0.42						
A_P	httpd-1-2005-study1And2	0.38						
A_P	httpd-1-2006-study1And2	0.00						
A_P	httpd-1-2008-study1And2	0.01						
A_P	httpd-1-2009-study1And2	0.41						
A_P	httpd-1-2010-study1And2	0.09						
A_P	httpd-1-2011-study1And2	0.04						
A_P	httpd-1-2012-study1And2	0.17						
A_P	httpd-2-2005-study1And2	0.00						
A_P	httpd-2-2006-study1And2	0.27						
A_P	httpd-2-2007-study1And2	0.18						
A_P	httpd-2-2008-study1And2	0.11						
A_P	httpd-2-2009-study1And2	0.15						
A_P	httpd-2-2010-study1And2	0.11						
A_P	httpd-2-2011-study1And2	0.00						
A_P	httpd-2-2012-study1And2	0.45						
